"Marque;Carburant;puiss_max;masse_ordma_min;Carrosserie;boite;gamme2;CO2;Cat_CO2"
"MERCEDES-BENZ;ES;245.0;1845;BERLINE;A;LUXE;199.0;E"
"MERCEDES-BENZ;ES;245.0;1885;BREAK;A;LUXE;183.0;E"
"MERCEDES-BENZ;ES;245.0;1885;BREAK;A;LUXE;184.0;E"
"MERCEDES-BENZ;ES;245.0;1935;BREAK;A;LUXE;197.0;E"
"MERCEDES-BENZ;ES;245.0;1935;BREAK;A;LUXE;205.0;F"
"MERCEDES-BENZ;ES;300.0;1795;COUPE;A;LUXE;209.0;F"
"MERCEDES-BENZ;ES;300.0;1815;COUPE;A;LUXE;209.0;F"
"MERCEDES-BENZ;ES;300.0;1920;CABRIOLET;A;LUXE;213.0;F"
"MERCEDES-BENZ;ES;300.0;1945;CABRIOLET;A;LUXE;213.0;F"
"MERCEDES-BENZ;ES;300.0;1940;BERLINE;A;LUXE;209.0;F"
"MERCEDES-BENZ;ES;300.0;1925;BERLINE;A;LUXE;209.0;F"
"MERCEDES-BENZ;ES;300.0;1985;BERLINE;A;LUXE;219.0;F"
"MERCEDES-BENZ;ES;300.0;2030;BREAK;A;LUXE;216.0;F"
"MERCEDES-BENZ;ES;300.0;1985;BREAK;A;LUXE;216.0;F"
"MERCEDES-BENZ;ES;300.0;2075;BREAK;A;LUXE;222.0;F"
"MERCEDES-BENZ;ES;386.0;1840;BERLINE;A;LUXE;230.0;F"
"MERCEDES-BENZ;ES;410.0;1840;BERLINE;A;LUXE;230.0;F"
"MERCEDES-BENZ;ES;410.0;1845;BERLINE;A;LUXE;230.0;F"
"MERCEDES-BENZ;ES;410.0;1920;BERLINE;A;LUXE;242.0;F"
"MERCEDES-BENZ;ES;386.0;1945;BREAK;A;LUXE;234.0;F"
"MERCEDES-BENZ;ES;410.0;1945;BREAK;A;LUXE;234.0;F"
"MERCEDES-BENZ;ES;410.0;2025;BREAK;A;LUXE;246.0;F"
"MERCEDES-BENZ;ES;430.0;2045;BREAK;A;LUXE;246.0;F"
"MERCEDES-BENZ;GO;155.0;2370;TS TERRAINS/CHEMINS;A;LUXE;295.0;G"
"MERCEDES-BENZ;GO;155.0;2350;TS TERRAINS/CHEMINS;A;LUXE;295.0;G"
"MERCEDES-BENZ;GO;155.0;2580;TS TERRAINS/CHEMINS;A;LUXE;295.0;G"
"MERCEDES-BENZ;GO;155.0;2570;TS TERRAINS/CHEMINS;A;LUXE;295.0;G"
"MERCEDES-BENZ;ES;285.0;2315;TS TERRAINS/CHEMINS;A;LUXE;348.0;G"
"MERCEDES-BENZ;ES;285.0;2300;TS TERRAINS/CHEMINS;A;LUXE;348.0;G"
"MERCEDES-BENZ;ES;285.0;2380;TS TERRAINS/CHEMINS;A;LUXE;348.0;G"
"MERCEDES-BENZ;ES;285.0;2450;TS TERRAINS/CHEMINS;A;LUXE;348.0;G"
"MERCEDES-BENZ;ES;285.0;2530;TS TERRAINS/CHEMINS;A;LUXE;348.0;G"
"MERCEDES-BENZ;ES;400.0;2550;TS TERRAINS/CHEMINS;A;LUXE;322.0;G"
"MERCEDES-BENZ;ES;450.0;2580;TS TERRAINS/CHEMINS;A;LUXE;397.0;G"
"MERCEDES-BENZ;GO;190.0;2455;TS TERRAINS/CHEMINS;A;LUXE;192.0;E"
"MERCEDES-BENZ;GO;190.0;2455;TS TERRAINS/CHEMINS;A;LUXE;199.0;E"
"MERCEDES-BENZ;GO;190.0;2455;TS TERRAINS/CHEMINS;A;LUXE;209.0;F"
"MERCEDES-BENZ;ES;320.0;2445;TS TERRAINS/CHEMINS;A;LUXE;262.0;G"
"MERCEDES-BENZ;ES;320.0;2445;TS TERRAINS/CHEMINS;A;LUXE;269.0;G"
"MERCEDES-BENZ;ES;410.0;2580;TS TERRAINS/CHEMINS;A;LUXE;288.0;G"
"MERCEDES-BENZ;GO;125.0;1925;TS TERRAINS/CHEMINS;A;LUXE;159.0;D"
"MERCEDES-BENZ;GO;125.0;1925;TS TERRAINS/CHEMINS;A;LUXE;162.0;E"
"MERCEDES-BENZ;GO;125.0;1925;TS TERRAINS/CHEMINS;A;LUXE;164.0;E"
"MERCEDES-BENZ;GO;125.0;1925;TS TERRAINS/CHEMINS;A;LUXE;165.0;E"
"MERCEDES-BENZ;GO;125.0;1925;TS TERRAINS/CHEMINS;A;LUXE;169.0;E"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;143.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;145.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;146.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;147.0;D"
"MERCEDES-BENZ;GO;105.0;1845;TS TERRAINS/CHEMINS;A;LUXE;145.0;D"
"MERCEDES-BENZ;GO;105.0;1845;TS TERRAINS/CHEMINS;A;LUXE;147.0;D"
"MERCEDES-BENZ;GO;105.0;1845;TS TERRAINS/CHEMINS;A;LUXE;149.0;D"
"MERCEDES-BENZ;GO;105.0;1845;TS TERRAINS/CHEMINS;A;LUXE;156.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;149.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;143.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;151.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;145.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;152.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;159.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;146.0;D"
"MERCEDES-BENZ;GO;125.0;1825;TS TERRAINS/CHEMINS;M;LUXE;147.0;D"
"MERCEDES-BENZ;GO;125.0;1845;TS TERRAINS/CHEMINS;A;LUXE;145.0;D"
"MERCEDES-BENZ;GO;125.0;1845;TS TERRAINS/CHEMINS;A;LUXE;147.0;D"
"MERCEDES-BENZ;GO;125.0;1845;TS TERRAINS/CHEMINS;A;LUXE;149.0;D"
"MERCEDES-BENZ;GO;125.0;1845;TS TERRAINS/CHEMINS;A;LUXE;156.0;D"
"MERCEDES-BENZ;GO;125.0;1880;TS TERRAINS/CHEMINS;A;LUXE;159.0;D"
"MERCEDES-BENZ;GO;125.0;1880;TS TERRAINS/CHEMINS;A;LUXE;161.0;E"
"MERCEDES-BENZ;GO;125.0;1880;TS TERRAINS/CHEMINS;A;LUXE;162.0;E"
"MERCEDES-BENZ;GO;125.0;1880;TS TERRAINS/CHEMINS;A;LUXE;168.0;E"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;149.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;151.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;152.0;D"
"MERCEDES-BENZ;GO;105.0;1825;TS TERRAINS/CHEMINS;M;LUXE;159.0;D"
"MERCEDES-BENZ;GO;150.0;1925;TS TERRAINS/CHEMINS;A;LUXE;159.0;D"
"MERCEDES-BENZ;GO;150.0;1925;TS TERRAINS/CHEMINS;A;LUXE;162.0;E"
"MERCEDES-BENZ;GO;150.0;1925;TS TERRAINS/CHEMINS;A;LUXE;164.0;E"
"MERCEDES-BENZ;GO;150.0;1925;TS TERRAINS/CHEMINS;A;LUXE;165.0;E"
"MERCEDES-BENZ;GO;150.0;1925;TS TERRAINS/CHEMINS;A;LUXE;169.0;E"
"MERCEDES-BENZ;ES;155.0;1825;TS TERRAINS/CHEMINS;A;LUXE;176.0;E"
"MERCEDES-BENZ;ES;155.0;1825;TS TERRAINS/CHEMINS;A;LUXE;177.0;E"
"MERCEDES-BENZ;ES;155.0;1825;TS TERRAINS/CHEMINS;A;LUXE;179.0;E"
"MERCEDES-BENZ;ES;155.0;1825;TS TERRAINS/CHEMINS;A;LUXE;180.0;E"
"MERCEDES-BENZ;GO;195.0;1925;TS TERRAINS/CHEMINS;A;LUXE;179.0;E"
"MERCEDES-BENZ;GO;195.0;1925;TS TERRAINS/CHEMINS;A;LUXE;181.0;E"
"MERCEDES-BENZ;GO;195.0;1925;TS TERRAINS/CHEMINS;A;LUXE;182.0;E"
"MERCEDES-BENZ;GO;195.0;1925;TS TERRAINS/CHEMINS;A;LUXE;183.0;E"
"MERCEDES-BENZ;GO;195.0;1925;TS TERRAINS/CHEMINS;A;LUXE;185.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;194.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;196.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;198.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;203.0;F"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;189.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;192.0;E"
"MERCEDES-BENZ;ES;225.0;1845;TS TERRAINS/CHEMINS;A;LUXE;199.0;E"
"MERCEDES-BENZ;GO;150.0;2160;TS TERRAINS/CHEMINS;A;LUXE;158.0;D"
"MERCEDES-BENZ;GO;150.0;2160;TS TERRAINS/CHEMINS;A;LUXE;165.0;E"
"MERCEDES-BENZ;GO;150.0;2160;TS TERRAINS/CHEMINS;A;LUXE;170.0;E"
"MERCEDES-BENZ;GO;150.0;2150;TS TERRAINS/CHEMINS;A;LUXE;158.0;D"
"MERCEDES-BENZ;GO;150.0;2150;TS TERRAINS/CHEMINS;A;LUXE;165.0;E"
"MERCEDES-BENZ;GO;150.0;2150;TS TERRAINS/CHEMINS;A;LUXE;170.0;E"
"MERCEDES-BENZ;GO;190.0;2175;TS TERRAINS/CHEMINS;A;LUXE;179.0;E"
"MERCEDES-BENZ;GO;190.0;2175;TS TERRAINS/CHEMINS;A;LUXE;189.0;E"
"MERCEDES-BENZ;GO;190.0;2175;TS TERRAINS/CHEMINS;A;LUXE;194.0;E"
"MERCEDES-BENZ;ES;225.0;2130;TS TERRAINS/CHEMINS;A;LUXE;199.0;E"
"MERCEDES-BENZ;ES;225.0;2130;TS TERRAINS/CHEMINS;A;LUXE;206.0;F"
"MERCEDES-BENZ;ES;300.0;2235;TS TERRAINS/CHEMINS;A;LUXE;258.0;G"
"MERCEDES-BENZ;ES;300.0;2235;TS TERRAINS/CHEMINS;A;LUXE;269.0;G"
"MERCEDES-BENZ;ES;386.0;2345;TS TERRAINS/CHEMINS;A;LUXE;276.0;G"
"MERCEDES-BENZ;ES;410.0;2345;TS TERRAINS/CHEMINS;A;LUXE;276.0;G"
"MERCEDES-BENZ;GO;140.0;2185;BREAK;A;LUXE;199.0;E"
"MERCEDES-BENZ;GO;140.0;2185;BREAK;A;LUXE;206.0;F"
"MERCEDES-BENZ;GO;140.0;2240;BREAK;A;LUXE;208.0;F"
"MERCEDES-BENZ;GO;140.0;2240;BREAK;A;LUXE;201.0;F"
"MERCEDES-BENZ;ES;225.0;2180;BREAK;A;LUXE;233.0;F"
"MERCEDES-BENZ;ES;225.0;2225;BREAK;A;LUXE;235.0;F"
"MERCEDES-BENZ;GO;195.0;2295;BREAK;A;LUXE;223.0;F"
"MERCEDES-BENZ;GO;195.0;2310;BREAK;A;LUXE;223.0;F"
"MERCEDES-BENZ;GO;195.0;2330;BREAK;A;LUXE;223.0;F"
"MERCEDES-BENZ;ES;225.0;2235;BREAK;A;LUXE;235.0;F"
"MERCEDES-BENZ;ES;225.0;2270;BREAK;A;LUXE;235.0;F"
"MERCEDES-BENZ;ES;285.0;2265;BREAK;A;LUXE;306.0;G"
"MERCEDES-BENZ;ES;285.0;2265;BREAK;A;LUXE;311.0;G"
"MERCEDES-BENZ;ES;285.0;2255;BREAK;A;LUXE;306.0;G"
"MERCEDES-BENZ;ES;285.0;2255;BREAK;A;LUXE;311.0;G"
"MERCEDES-BENZ;ES;285.0;2325;BREAK;A;LUXE;306.0;G"
"MERCEDES-BENZ;ES;285.0;2325;BREAK;A;LUXE;311.0;G"
"MERCEDES-BENZ;GO;150.0;1970;BERLINE;A;LUXE;149.0;D"
"MERCEDES-BENZ;GO;150.0;1970;BERLINE;A;LUXE;146.0;D"
"MERCEDES-BENZ;GO;150.0;1970;BERLINE;A;LUXE;150.0;D"
"MERCEDES-BENZ;GO;150.0;1970;BERLINE;A;LUXE;151.0;D"
"MERCEDES-BENZ;GO;150.0;2045;BERLINE;A;LUXE;149.0;D"
"MERCEDES-BENZ;GO;150.0;2045;BERLINE;A;LUXE;146.0;D"
"MERCEDES-BENZ;GO;150.0;2045;BERLINE;A;LUXE;150.0;D"
"MERCEDES-BENZ;GO;150.0;2045;BERLINE;A;LUXE;151.0;D"
"MERCEDES-BENZ;GO;190.0;2065;BERLINE;A;LUXE;193.0;E"
"MERCEDES-BENZ;GO;190.0;2065;BERLINE;A;LUXE;195.0;E"
"MERCEDES-BENZ;GO;190.0;2005;BERLINE;A;LUXE;164.0;E"
"MERCEDES-BENZ;GO;190.0;2005;BERLINE;A;LUXE;166.0;E"
"MERCEDES-BENZ;GO;190.0;2005;BERLINE;A;LUXE;168.0;E"
"MERCEDES-BENZ;ES;225.0;1910;BERLINE;A;LUXE;177.0;E"
"MERCEDES-BENZ;ES;225.0;1910;BERLINE;A;LUXE;180.0;E"
"MERCEDES-BENZ;ES;225.0;1910;BERLINE;A;LUXE;184.0;E"
"MERCEDES-BENZ;ES;225.0;1980;BERLINE;A;LUXE;189.0;E"
"MERCEDES-BENZ;ES;225.0;1980;BERLINE;A;LUXE;193.0;E"
"MERCEDES-BENZ;GO;190.0;2130;BERLINE;A;LUXE;193.0;E"
"MERCEDES-BENZ;GO;190.0;2130;BERLINE;A;LUXE;195.0;E"
"MERCEDES-BENZ;GO;190.0;2070;BERLINE;A;LUXE;164.0;E"
"MERCEDES-BENZ;GO;190.0;2070;BERLINE;A;LUXE;166.0;E"
"MERCEDES-BENZ;GO;190.0;2070;BERLINE;A;LUXE;168.0;E"
"MERCEDES-BENZ;ES;225.0;1975;BERLINE;A;LUXE;179.0;E"
"MERCEDES-BENZ;ES;225.0;1975;BERLINE;A;LUXE;182.0;E"
"MERCEDES-BENZ;ES;225.0;1975;BERLINE;A;LUXE;186.0;E"
"MERCEDES-BENZ;ES;225.0;2045;BERLINE;A;LUXE;189.0;E"
"MERCEDES-BENZ;ES;225.0;2045;BERLINE;A;LUXE;193.0;E"
"MERCEDES-BENZ;GO;190.0;1955;BERLINE;A;LUXE;146.0;D"
"MERCEDES-BENZ;GO;190.0;1955;BERLINE;A;LUXE;151.0;D"
"MERCEDES-BENZ;GO;190.0;1955;BERLINE;A;LUXE;153.0;D"
"MERCEDES-BENZ;GO;190.0;1955;BERLINE;A;LUXE;155.0;D"
"MERCEDES-BENZ;GO;190.0;1975;BERLINE;A;LUXE;148.0;D"
"MERCEDES-BENZ;GO;190.0;1975;BERLINE;A;LUXE;154.0;D"
"MERCEDES-BENZ;GO;190.0;1975;BERLINE;A;LUXE;156.0;D"
"MERCEDES-BENZ;GO;190.0;1975;BERLINE;A;LUXE;158.0;D"
"MERCEDES-BENZ;ES;320.0;2010;BERLINE;A;LUXE;219.0;F"
"MERCEDES-BENZ;ES;320.0;2010;BERLINE;A;LUXE;221.0;F"
"MERCEDES-BENZ;ES;320.0;2010;BERLINE;A;LUXE;224.0;F"
"MERCEDES-BENZ;ES;320.0;2075;BERLINE;A;LUXE;228.0;F"
"MERCEDES-BENZ;ES;320.0;2075;BERLINE;A;LUXE;229.0;F"
"MERCEDES-BENZ;ES;320.0;2075;BERLINE;A;LUXE;219.0;F"
"MERCEDES-BENZ;ES;320.0;2075;BERLINE;A;LUXE;221.0;F"
"MERCEDES-BENZ;ES;320.0;2075;BERLINE;A;LUXE;224.0;F"
"MERCEDES-BENZ;ES;320.0;2140;BERLINE;A;LUXE;230.0;F"
"MERCEDES-BENZ;ES;320.0;2140;BERLINE;A;LUXE;231.0;F"
"MERCEDES-BENZ;ES;335.0;1995;BERLINE;A;LUXE;199.0;E"
"MERCEDES-BENZ;ES;335.0;1995;BERLINE;A;LUXE;207.0;F"
"MERCEDES-BENZ;ES;335.0;1995;BERLINE;A;LUXE;210.0;F"
"MERCEDES-BENZ;ES;335.0;1995;BERLINE;A;LUXE;213.0;F"
"MERCEDES-BENZ;ES;335.0;2015;BERLINE;A;LUXE;199.0;E"
"MERCEDES-BENZ;ES;335.0;2015;BERLINE;A;LUXE;207.0;F"
"MERCEDES-BENZ;ES;335.0;2015;BERLINE;A;LUXE;210.0;F"
"MERCEDES-BENZ;ES;335.0;2015;BERLINE;A;LUXE;213.0;F"
"MERCEDES-BENZ;ES;380.0;2210;BERLINE;A;LUXE;329.0;G"
"MERCEDES-BENZ;ES;380.0;2210;BERLINE;A;LUXE;332.0;G"
"MERCEDES-BENZ;ES;400.0;2120;BERLINE;A;LUXE;244.0;F"
"MERCEDES-BENZ;ES;420.0;2120;BERLINE;A;LUXE;244.0;F"
"MERCEDES-BENZ;ES;400.0;2170;BERLINE;A;LUXE;244.0;F"
"MERCEDES-BENZ;ES;420.0;2170;BERLINE;A;LUXE;244.0;F"
"MERCEDES-BENZ;ES;463.0;2275;BERLINE;A;LUXE;334.0;G"
"MERCEDES-BENZ;ES;225.0;1685;CABRIOLET;A;LUXE;159.0;D"
"MERCEDES-BENZ;ES;225.0;1685;CABRIOLET;A;LUXE;169.0;E"
"MERCEDES-BENZ;ES;225.0;1685;CABRIOLET;A;LUXE;176.0;E"
"MERCEDES-BENZ;ES;320.0;1785;CABRIOLET;A;LUXE;212.0;F"
"MERCEDES-BENZ;ES;320.0;1785;CABRIOLET;A;LUXE;214.0;F"
"MERCEDES-BENZ;ES;395.0;1845;CABRIOLET;A;LUXE;231.0;F"
"MERCEDES-BENZ;ES;415.0;1845;CABRIOLET;A;LUXE;231.0;F"
"MERCEDES-BENZ;ES;463.0;1950;CABRIOLET;A;LUXE;270.0;G"
"MERCEDES-BENZ;ES;135.0;1435;CABRIOLET;M;SUPERIEURE;149.0;D"
"MERCEDES-BENZ;ES;135.0;1435;CABRIOLET;M;SUPERIEURE;154.0;D"
"MERCEDES-BENZ;ES;135.0;1435;CABRIOLET;M;SUPERIEURE;158.0;D"
"MERCEDES-BENZ;ES;135.0;1470;CABRIOLET;A;SUPERIEURE;142.0;D"
"MERCEDES-BENZ;ES;135.0;1470;CABRIOLET;A;SUPERIEURE;147.0;D"
"MERCEDES-BENZ;ES;135.0;1470;CABRIOLET;A;SUPERIEURE;151.0;D"
"MERCEDES-BENZ;GO;150.0;1570;CABRIOLET;M;SUPERIEURE;124.0;C"
"MERCEDES-BENZ;GO;150.0;1570;CABRIOLET;M;SUPERIEURE;129.0;C"
"MERCEDES-BENZ;GO;150.0;1590;CABRIOLET;A;SUPERIEURE;128.0;C"
"MERCEDES-BENZ;GO;150.0;1590;CABRIOLET;A;SUPERIEURE;132.0;C"
"MERCEDES-BENZ;ES;150.0;1475;CABRIOLET;M;SUPERIEURE;160.0;D"
"MERCEDES-BENZ;ES;150.0;1475;CABRIOLET;M;SUPERIEURE;169.0;E"
"MERCEDES-BENZ;ES;150.0;1500;CABRIOLET;A;SUPERIEURE;144.0;D"
"MERCEDES-BENZ;ES;150.0;1500;CABRIOLET;A;SUPERIEURE;153.0;D"
"MERCEDES-BENZ;ES;225.0;1540;CABRIOLET;A;SUPERIEURE;167.0;E"
"MERCEDES-BENZ;ES;310.0;1610;CABRIOLET;A;SUPERIEURE;195.0;E"
"MERCEDES-BENZ;ES;115.0;2586;MINIBUS;A;MOY-INFERIEURE;289.0;G"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;M;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;M;MOY-INFERIEURE;219.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;M;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2065;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2076;MINIBUS;A;MOY-INFERIEURE;219.0;F"
"MERCEDES-BENZ;GO;95.0;2186;MINIBUS;A;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;95.0;1983;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;M;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;M;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2356;MINIBUS;A;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;M;MOY-INFERIEURE;215.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;M;MOY-INFERIEURE;224.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;A;MOY-INFERIEURE;218.0;F"
"MERCEDES-BENZ;GO;95.0;2586;MINIBUS;A;MOY-INFERIEURE;224.0;F"
"MERCEDES-BENZ;GO;120.0;2065;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;2076;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"MERCEDES-BENZ;GO;120.0;2186;MINIBUS;M;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;120.0;2065;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;2076;MINIBUS;M;MOY-INFERIEURE;219.0;F"
"MERCEDES-BENZ;GO;120.0;2186;MINIBUS;M;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;120.0;2065;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;2076;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;120.0;2186;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;120.0;2065;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;120.0;2076;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;120.0;2186;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;1983;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;1983;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;1983;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;1983;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;120.0;2356;MINIBUS;M;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;120.0;2356;MINIBUS;M;MOY-INFERIEURE;222.0;F"
"MERCEDES-BENZ;GO;120.0;2356;MINIBUS;A;MOY-INFERIEURE;213.0;F"
"MERCEDES-BENZ;GO;120.0;2356;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;2586;MINIBUS;M;MOY-INFERIEURE;215.0;F"
"MERCEDES-BENZ;GO;120.0;2586;MINIBUS;M;MOY-INFERIEURE;224.0;F"
"MERCEDES-BENZ;GO;120.0;2586;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;2586;MINIBUS;A;MOY-INFERIEURE;218.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;95.0;2029;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;M;MOY-INFERIEURE;207.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;A;MOY-INFERIEURE;211.0;F"
"MERCEDES-BENZ;GO;95.0;1976;MINIBUS;A;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;2029;MINIBUS;M;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;2029;MINIBUS;M;MOY-INFERIEURE;216.0;F"
"MERCEDES-BENZ;GO;120.0;2029;MINIBUS;A;MOY-INFERIEURE;208.0;F"
"MERCEDES-BENZ;GO;120.0;2029;MINIBUS;A;MOY-INFERIEURE;211.0;F"
